OBJECTID_1,OBJECTID,PadID,wnes_9m,wnes_15m,wnes_21m,wnes_27m,wnes_33m,wnes_39m,wnes_45m,wnes_51m,wnes_57m,wnes_63m,wnes_69m,wnes_75m,wnes_81m,wnes_87m,wnes_93m,wnes_99m,wnes_105m,wnes_111m,wnes_117m,wnes_123m,wnes_130m,wnes_150m,wnes_170m,wnes_190m,wnes_210m,wnes_230m,wnes_250m,wnes_270m,wnes_290m,wnes_310m,wnes_330m,wnes_350m,wnes_370m,wnes_390m,wnes_410m,wnes_430m,wnes_450m,wnes_470m,wnes_530m,wnes_570m,wnes_610m,wnes_650m,wnes_690m,wnes_730m,wnes_770m,wnes_810m,wnes_850m,wnes_890m,wnes_930m,wnes_970m,wnes_1010m,wnes_1110m,wnes_1290m,wnes_1470m,wnes_1650m,wnes_1830m,wnes_2010m,wnes_2190m,wnes_2370m,wnes_2550m,wnes_2730m,wnes_2910m,wnes_3090m,wnes_3270m,wnes_3450m,wnes_3630m,wnes_3810m,wnes_3990m,wnes_4170m,wnes_4350m,wnes_4530m,wnes_4710m,wnes_4890m,wnes_5070m
285,285,NYK15C,-0.969598889,-0.961683214,-0.957409918,-0.95263648,-0.950882673,-0.952063262,-0.955979109,-0.962255776,-0.969171941,-0.974703014,-0.978912354,-0.98183018,-0.984056056,-0.986150742,-0.988040626,-0.989693642,-0.990917563,-0.991647422,-0.991969228,-0.991896629,-0.995588243,-0.986587405,-0.965444565,-0.936241865,-0.904664814,-0.874693632,-0.849182904,-0.826001227,-0.803823292,-0.782883883,-0.763693333,-0.747545898,-0.735013843,-0.726709127,-0.719584167,-0.710474849,-0.703282237,-0.695260346,-0.679047227,-0.675156951,-0.677482367,-0.685039818,-0.698768616,-0.714725256,-0.730505526,-0.743852079,-0.750750542,-0.753380597,-0.760089874,-0.770574033,-0.782476842,-0.859562814,-0.968469918,-0.999462068,-0.967911482,-0.969297886,-0.998010457,-0.990252554,-0.970545709,-0.971311092,-0.979834378,-0.993042052,-0.999306798,-0.999948859,-0.999604642,-0.999475837,-0.999580503,-0.999282956,-0.999090374,-0.999254882,-0.999853075,-0.999752522,-0.998138964,-0.995445311
286,286,NYK14C,-0.687718868,-0.706643879,-0.726180255,-0.745230436,-0.759958625,-0.772469938,-0.78785032,-0.806716084,-0.828775823,-0.852924228,-0.878171861,-0.902917266,-0.92598635,-0.94632256,-0.963375628,-0.976819754,-0.986756384,-0.993616462,-0.997811258,-0.999740541,-0.999867678,-0.99631691,-0.986363351,-0.97059375,-0.945591986,-0.910821199,-0.872957349,-0.84023726,-0.814159572,-0.79836303,-0.788663983,-0.781631529,-0.776825428,-0.772119164,-0.766801119,-0.76412648,-0.76146996,-0.758492291,-0.748783112,-0.746975958,-0.746944904,-0.751142442,-0.757143259,-0.762273788,-0.761244297,-0.756220341,-0.754241765,-0.755489469,-0.756592095,-0.755677044,-0.757720947,-0.811521888,-0.919220507,-0.969067633,-0.999999225,-0.994597614,-0.999801993,-0.981844962,-0.964446247,-0.963152409,-0.974007726,-0.989925385,-0.998167813,-0.999986231,-0.999819636,-0.999755085,-0.9998191,-0.999728024,-0.999612391,-0.999720514,-0.999997497,-0.99943769,-0.997541189,-0.994958222
287,287,NYK13C,-0.830033004,-0.846357465,-0.86305809,-0.880740702,-0.900785446,-0.924322605,-0.948158681,-0.968738973,-0.984565258,-0.994751453,-0.999432266,-0.999606073,-0.996746719,-0.992427826,-0.987983227,-0.984284043,-0.981843174,-0.980811,-0.981229722,-0.982890368,-0.987404227,-0.997519612,-0.99806118,-0.977404356,-0.940193653,-0.90455395,-0.880740941,-0.863491416,-0.851115465,-0.843005121,-0.839644909,-0.84013617,-0.842800856,-0.845671535,-0.847664356,-0.850729108,-0.852140307,-0.851719677,-0.840496719,-0.832229614,-0.824696839,-0.81663084,-0.803127527,-0.786806941,-0.770990431,-0.757889092,-0.746123493,-0.734125853,-0.724827886,-0.721459806,-0.722655296,-0.73384881,-0.759019673,-0.710264087,-0.759437561,-0.900794148,-0.945471168,-0.946611404,-0.953838825,-0.952585399,-0.967038989,-0.985269547,-0.994485736,-0.998840153,-0.999920666,-0.999999821,-0.999999225,-0.999976218,-0.999994218,-0.999923348,-0.999502301,-0.998282909,-0.99637872,-0.993885636
288,288,NYK12C,-0.388769448,-0.432621211,-0.490266532,-0.548399091,-0.606552124,-0.662771344,-0.718357742,-0.771150708,-0.819312513,-0.862564743,-0.900195599,-0.930853665,-0.954674006,-0.972155929,-0.984260619,-0.992208719,-0.996987224,-0.999382496,-0.999995112,-0.999284863,-0.996929944,-0.983014762,-0.965169191,-0.945305645,-0.921918094,-0.897221625,-0.875508547,-0.860548913,-0.856226504,-0.860356629,-0.868422389,-0.879075944,-0.888821185,-0.898913622,-0.906179845,-0.910385668,-0.912375331,-0.912870049,-0.909977138,-0.906006873,-0.900760591,-0.892294943,-0.880620897,-0.865620255,-0.849268138,-0.831286669,-0.81233108,-0.794922411,-0.782189488,-0.771822393,-0.760734022,-0.678198576,-0.65981257,-0.556501925,-0.552192569,-0.711935163,-0.848096073,-0.915640056,-0.945171773,-0.952073157,-0.966245949,-0.983805954,-0.992203712,-0.997324944,-0.999396622,-0.999910891,-0.999899566,-0.999749899,-0.99976778,-0.99947089,-0.998784959,-0.997438133,-0.995793581,-0.993390083
289,289,NYK11C,-0.293633699,-0.32551977,-0.338505805,-0.349256694,-0.361296594,-0.372736245,-0.386401206,-0.406386316,-0.43401745,-0.468406886,-0.507188261,-0.54998529,-0.595465899,-0.641470194,-0.685338378,-0.725662708,-0.761965334,-0.792732,-0.817991912,-0.838434696,-0.846436977,-0.88067919,-0.904251933,-0.922784448,-0.939855099,-0.951779783,-0.961099267,-0.969911635,-0.977514386,-0.983127058,-0.986706018,-0.989120007,-0.990991712,-0.992325425,-0.993313313,-0.994069695,-0.994524479,-0.994766235,-0.992155433,-0.984327972,-0.969303906,-0.948650599,-0.92351073,-0.894657969,-0.860909641,-0.826000571,-0.790016353,-0.750699043,-0.707329094,-0.665302396,-0.624471247,-0.601933897,-0.560307503,-0.424557537,-0.391539186,-0.505158842,-0.69876641,-0.870051146,-0.933387816,-0.954153657,-0.967850983,-0.982569277,-0.989894986,-0.995121419,-0.998215556,-0.999585271,-0.999607861,-0.999312103,-0.999151945,-0.998605728,-0.997710645,-0.996453643,-0.99514842,-0.993020892
290,290,NYK21C,-0.405461252,-0.374426544,-0.342539608,-0.347595781,-0.370605528,-0.401989371,-0.438345402,-0.47638455,-0.515639126,-0.55747062,-0.602063179,-0.649409592,-0.698096514,-0.746235728,-0.791365325,-0.831884921,-0.865766943,-0.892753005,-0.912546754,-0.926057518,-0.913223922,-0.935964406,-0.940354764,-0.943342805,-0.948012114,-0.951652467,-0.957723975,-0.964493692,-0.970975161,-0.976768553,-0.980917215,-0.984087646,-0.985731602,-0.986281693,-0.986203074,-0.985822082,-0.985341847,-0.984923601,-0.982952297,-0.978682101,-0.970790625,-0.960147381,-0.948144138,-0.935851038,-0.921923816,-0.904708505,-0.884275794,-0.86183697,-0.837159634,-0.810772419,-0.781106174,-0.716758251,-0.659278512,-0.586021423,-0.551595926,-0.649215937,-0.809768915,-0.922934651,-0.9561342,-0.965720952,-0.972905338,-0.982711375,-0.988587976,-0.993861437,-0.997548342,-0.999349058,-0.999367237,-0.998945475,-0.998583317,-0.997932851,-0.99710077,-0.996069372,-0.99474597,-0.992468059
291,291,NYK22C,-0.648117423,-0.638260365,-0.635286689,-0.63896656,-0.648535669,-0.664977491,-0.681875765,-0.700790405,-0.72838378,-0.76214844,-0.79687494,-0.832989693,-0.870106399,-0.906755447,-0.939943075,-0.966951191,-0.986303091,-0.997277021,-0.999889612,-0.995105147,-0.981910706,-0.9478212,-0.914407253,-0.893535137,-0.882329762,-0.874253571,-0.87200892,-0.87675935,-0.879479647,-0.886125624,-0.893492103,-0.900833666,-0.907185137,-0.911767006,-0.914883494,-0.917414546,-0.919346869,-0.921249807,-0.928630054,-0.934322536,-0.936540782,-0.93257767,-0.925506353,-0.918073177,-0.909612894,-0.898766041,-0.886589885,-0.875465333,-0.866317272,-0.856732965,-0.846313417,-0.854472637,-0.810219944,-0.817663491,-0.816980481,-0.902616382,-0.96618706,-0.981017113,-0.979671836,-0.97343564,-0.975891054,-0.984054148,-0.990087032,-0.99559623,-0.998667002,-0.999650061,-0.999587536,-0.999208689,-0.998975337,-0.998522997,-0.997829258,-0.996729791,-0.994974792,-0.992248654
292,292,NYK24C,-0.993237376,-0.992287874,-0.992807567,-0.994453847,-0.996146441,-0.997909009,-0.999352992,-0.999965131,-0.999872327,-0.99921,-0.998060524,-0.996439397,-0.994780183,-0.993176401,-0.991720617,-0.990486264,-0.989300191,-0.987990797,-0.98636955,-0.984250009,-0.987653852,-0.96377641,-0.915499389,-0.854180932,-0.801365137,-0.766238749,-0.750252843,-0.747195184,-0.748652101,-0.752887607,-0.756031871,-0.761445105,-0.766993582,-0.773527324,-0.778667271,-0.783279955,-0.788120687,-0.793658197,-0.813924015,-0.828849077,-0.843243539,-0.855103672,-0.861669838,-0.862552583,-0.858203053,-0.852790892,-0.847724974,-0.843083441,-0.838811815,-0.836290896,-0.837318063,-0.841377914,-0.890626132,-0.927278697,-0.979952693,-0.999675572,-0.999107361,-0.987779558,-0.975822628,-0.966991723,-0.974481761,-0.987647474,-0.995818257,-0.999367356,-0.999994099,-0.999992192,-0.999999046,-0.999999404,-0.999999583,-0.999989569,-0.999733031,-0.998715639,-0.996609211,-0.99387449
293,293,NYK25C,-0.871281803,-0.879822791,-0.893371403,-0.909212589,-0.926696062,-0.942240357,-0.956388175,-0.969036341,-0.980303943,-0.989980638,-0.996877015,-0.999937892,-0.998182535,-0.991397738,-0.980294764,-0.965997994,-0.949758828,-0.933258116,-0.918067038,-0.904655159,-0.90295279,-0.886402249,-0.868701041,-0.846329808,-0.815761864,-0.781430006,-0.753978252,-0.737453818,-0.732540607,-0.7354182,-0.739809513,-0.742609143,-0.74710691,-0.750025332,-0.75313437,-0.756554365,-0.759112835,-0.762055039,-0.777814507,-0.791669726,-0.804997921,-0.817783415,-0.82955724,-0.837312579,-0.838454545,-0.834981441,-0.831986308,-0.830789685,-0.829022169,-0.826439381,-0.826046407,-0.865143538,-0.942504168,-0.989293277,-0.997032583,-0.985312581,-0.997819543,-0.99480474,-0.979056656,-0.972503126,-0.978396416,-0.990308881,-0.997677863,-0.999886572,-0.999945819,-0.9998914,-0.999944448,-0.999903023,-0.999874175,-0.999919355,-0.999977946,-0.999256015,-0.997226059,-0.994400084
294,294,NYK23C,-0.566209018,-0.550466061,-0.564401865,-0.589714527,-0.612255156,-0.634775043,-0.660364926,-0.68663317,-0.713572383,-0.741478741,-0.769636571,-0.798435986,-0.828682959,-0.860327244,-0.891966641,-0.922027409,-0.94909966,-0.971366525,-0.987591565,-0.997147143,-0.998924255,-0.96479845,-0.922095358,-0.893357575,-0.869003773,-0.847412169,-0.830238044,-0.821076155,-0.822786272,-0.828356385,-0.838041663,-0.848544598,-0.858409941,-0.866397083,-0.872222722,-0.87621206,-0.879590273,-0.882763982,-0.89328599,-0.901838958,-0.908720016,-0.910391927,-0.906470001,-0.898641288,-0.889211118,-0.878899574,-0.867683172,-0.85648948,-0.84864372,-0.843218088,-0.836574435,-0.880188286,-0.871096671,-0.900729716,-0.935248494,-0.984889209,-0.996391594,-0.992042899,-0.984409869,-0.973510325,-0.976479471,-0.985657513,-0.992773473,-0.997694314,-0.999586403,-0.999904573,-0.999870896,-0.999700129,-0.999633014,-0.999422252,-0.998830557,-0.997676671,-0.995600462,-0.992743313
295,295,NYK077C,0.958011985,0.958366513,0.959833443,0.95376873,0.951696932,0.952459693,0.951733589,0.948292375,0.942270041,0.934886992,0.92666924,0.916747034,0.906217337,0.894979954,0.88241148,0.868723273,0.853120625,0.83549279,0.815931559,0.794620454,0.780656874,0.680133343,0.558317006,0.418627262,0.267974943,0.108697116,-0.052097254,-0.202987492,-0.326241821,-0.417743534,-0.491385549,-0.547099352,-0.590985537,-0.627467334,-0.658231497,-0.684610724,-0.706754029,-0.725701272,-0.768918037,-0.789095163,-0.809171736,-0.83121115,-0.852421761,-0.870463073,-0.886736989,-0.9039253,-0.920546651,-0.935428739,-0.947994649,-0.957973242,-0.966425419,-0.999441624,-0.962432086,-0.872646987,-0.865182281,-0.915257156,-0.967101634,-0.997013569,-0.999643147,-0.998320282,-0.99942261,-0.999992132,-0.999851644,-0.999695063,-0.999626637,-0.99928844,-0.998936355,-0.998795152,-0.998395622,-0.998703063,-0.999554932,-0.999998033,-0.999006867,-0.995604277
296,296,NYK300C,-0.987280548,-0.989128113,-0.994235396,-0.99819684,-0.999992251,-0.996333003,-0.984166801,-0.961959004,-0.931009591,-0.894643247,-0.855765402,-0.81655997,-0.779436529,-0.743931711,-0.701638818,-0.657806218,-0.622022808,-0.601206362,-0.582852542,-0.565376461,-0.523536265,-0.48632127,-0.458180666,-0.433930665,-0.402760416,-0.366222084,-0.333993763,-0.313156009,-0.307331473,-0.317504078,-0.33923009,-0.368595868,-0.402015805,-0.437682688,-0.474294484,-0.510978699,-0.545277715,-0.578277051,-0.673039317,-0.729845643,-0.777093053,-0.815134764,-0.845636547,-0.869857907,-0.888621509,-0.902127504,-0.913729846,-0.926404417,-0.93913877,-0.9500615,-0.957170308,-0.970601976,-0.987585425,-0.996560156,-0.993928313,-0.97079432,-0.970255494,-0.991160393,-0.999996424,-0.993281841,-0.988173842,-0.988705397,-0.994504213,-0.999001086,-0.999956548,-0.999908328,-0.999765813,-0.999393821,-0.999214947,-0.99910593,-0.998668969,-0.997344136,-0.99463582,-0.990867019
297,297,NYK199C,-0.473106682,-0.422979355,-0.40617153,-0.397756726,-0.38879329,-0.367364943,-0.332913935,-0.282714993,-0.229306832,-0.181796506,-0.139332905,-0.101319365,-0.067827366,-0.042623401,-0.025815047,-0.016469136,-0.01370022,-0.016963905,-0.024803165,-0.036731724,-0.12749806,-0.186216533,-0.236672804,-0.311183631,-0.362716317,-0.388241112,-0.396146029,-0.395228356,-0.396367013,-0.405486107,-0.420871198,-0.438782096,-0.460857481,-0.485297829,-0.512500226,-0.542781532,-0.575022578,-0.607090831,-0.702372313,-0.75742507,-0.799825668,-0.832682073,-0.859513938,-0.880687058,-0.895644724,-0.906069517,-0.914283216,-0.922619283,-0.9315449,-0.939474463,-0.945889473,-0.962738037,-0.987466276,-0.999995708,-0.977163613,-0.950720847,-0.967242837,-0.993960738,-0.999087334,-0.991686702,-0.988277018,-0.99087882,-0.996840715,-0.999689281,-0.999995351,-0.999999344,-0.999967396,-0.999932528,-0.999859273,-0.99986136,-0.999567509,-0.998479068,-0.995943248,-0.992357671
298,298,RDM21C,-0.811195493,-0.857500017,-0.845501006,-0.842449069,-0.839091063,-0.838563442,-0.835721016,-0.834249794,-0.833771229,-0.833510101,-0.832984686,-0.832439959,-0.832984269,-0.83375597,-0.834985197,-0.836902559,-0.839523077,-0.842505336,-0.846334755,-0.851670682,-0.864297926,-0.889117837,-0.908756852,-0.925180137,-0.940698981,-0.954405606,-0.965127587,-0.973018825,-0.978951752,-0.983950853,-0.987918258,-0.992120266,-0.995521665,-0.99792999,-0.999399602,-0.999972522,-0.999871969,-0.999372363,-0.997490644,-0.996584356,-0.995145679,-0.991744101,-0.985192657,-0.975159526,-0.960714996,-0.94213593,-0.9212538,-0.899385333,-0.877966046,-0.85857439,-0.842842579,-0.835137486,-0.818432629,-0.791889906,-0.769134164,-0.723276973,-0.647172034,-0.548423588,-0.448331237,-0.363069326,-0.297906637,-0.249677345,-0.211686179,-0.184341624,-0.168932438,-0.165286571,-0.166873664,-0.164017156,-0.159497216,-0.154604018,-0.148570448,-0.139963239,-0.131273597,-0.125686124
299,299,RDM22C,-0.715550482,-0.74729085,-0.739107788,-0.750638545,-0.756171644,-0.762767196,-0.766824841,-0.768361807,-0.768587768,-0.770880938,-0.776245594,-0.779666007,-0.783868134,-0.786599696,-0.788265526,-0.789745271,-0.790303946,-0.789795458,-0.789279819,-0.790001154,-0.801627934,-0.809969902,-0.824503958,-0.848603129,-0.870967805,-0.891974032,-0.911527634,-0.929511249,-0.944996417,-0.957631707,-0.967554808,-0.975510955,-0.981946945,-0.986970484,-0.991710305,-0.995349646,-0.997892559,-0.999441624,-0.99895823,-0.996944904,-0.995286822,-0.993585408,-0.990257502,-0.983013868,-0.9704175,-0.952420533,-0.93010515,-0.906066418,-0.882231414,-0.859463215,-0.83787626,-0.809193432,-0.773094594,-0.746205091,-0.725284815,-0.685095608,-0.617300093,-0.522518814,-0.429650575,-0.346850246,-0.285513908,-0.241745591,-0.204969227,-0.176290199,-0.163803831,-0.1601042,-0.163906604,-0.162330717,-0.156480968,-0.150815561,-0.142354712,-0.132254288,-0.122910209,-0.116216704
300,300,RDM23C,-0.968004882,-0.922250628,-0.904552221,-0.90088582,-0.889256954,-0.877099216,-0.853750825,-0.840925872,-0.836402893,-0.840834022,-0.847976267,-0.853918254,-0.858609855,-0.861397088,-0.86298883,-0.863132834,-0.862354219,-0.860366583,-0.85826844,-0.855217993,-0.85150373,-0.845430195,-0.841337323,-0.843900502,-0.855771184,-0.87057066,-0.887494743,-0.904563725,-0.920612752,-0.935013175,-0.947385192,-0.957639575,-0.96633625,-0.973957419,-0.980722308,-0.986536264,-0.991272211,-0.995420516,-0.99992615,-0.997415721,-0.993547916,-0.989918768,-0.986153424,-0.979960144,-0.968387187,-0.950469911,-0.927394986,-0.901599944,-0.875959396,-0.851522982,-0.827469349,-0.787906229,-0.724792898,-0.698298395,-0.678609729,-0.642966568,-0.582958102,-0.494546443,-0.409040779,-0.329290003,-0.271326661,-0.232081756,-0.196560249,-0.170774832,-0.158987269,-0.15524292,-0.159075305,-0.159018457,-0.153260991,-0.145836696,-0.135228187,-0.123667091,-0.113785811,-0.106167525
301,301,RDM24C,-0.401859045,-0.656072497,-0.797491908,-0.874638915,-0.942918301,-0.976443589,-0.993113101,-0.999228001,-0.999743283,-0.997008085,-0.993010461,-0.988317609,-0.983341277,-0.978242815,-0.973084033,-0.967663586,-0.962635934,-0.957765281,-0.953005373,-0.948189497,-0.936682343,-0.922082067,-0.911820054,-0.904207349,-0.901259422,-0.9031865,-0.906828701,-0.911618173,-0.917809248,-0.925343812,-0.933793783,-0.942737401,-0.951859117,-0.960746467,-0.969249249,-0.977114022,-0.984047115,-0.989867032,-0.999501586,-0.999152482,-0.994103193,-0.987143159,-0.979612231,-0.971316397,-0.960238159,-0.943921745,-0.922178805,-0.896143198,-0.868242562,-0.840513825,-0.814349294,-0.764198899,-0.70004338,-0.690509975,-0.670651734,-0.640941858,-0.584169507,-0.494974315,-0.411151648,-0.331750691,-0.273788601,-0.234367386,-0.197386652,-0.170954421,-0.156222165,-0.152614221,-0.154298723,-0.154049143,-0.147773609,-0.138093308,-0.126245961,-0.114289269,-0.103973769,-0.095292874
302,302,RDM25C,-0.948641241,-0.86599189,-0.93468678,-0.967030704,-0.980079889,-0.987071216,-0.991835892,-0.996860683,-0.999250293,-0.999922037,-0.999774992,-0.999141574,-0.997957408,-0.996124864,-0.994099736,-0.991865993,-0.989563763,-0.987354577,-0.985194087,-0.983358085,-0.984539628,-0.981006503,-0.9762398,-0.9702847,-0.962751448,-0.953647196,-0.945144475,-0.939903557,-0.936901093,-0.935713232,-0.93627739,-0.939332783,-0.94475776,-0.951357543,-0.958702266,-0.966531932,-0.974119782,-0.981097579,-0.996121764,-0.999909759,-0.99827683,-0.992135227,-0.982599437,-0.97041434,-0.956352592,-0.940393209,-0.920490026,-0.895629048,-0.866746306,-0.83613348,-0.806232691,-0.750189602,-0.65427649,-0.640660524,-0.625744879,-0.596760154,-0.542318285,-0.46642226,-0.388551533,-0.314427227,-0.258081198,-0.221166998,-0.188902542,-0.16427727,-0.150289953,-0.147410467,-0.147712529,-0.148393735,-0.142988786,-0.131455824,-0.118001774,-0.105178297,-0.093946397,-0.084756769
303,303,RDM26C,-0.8898229,-0.968302071,-0.982421398,-0.984771848,-0.977448046,-0.974614441,-0.973277926,-0.972846806,-0.97189486,-0.971572816,-0.971378684,-0.972366691,-0.973706126,-0.97524333,-0.977393806,-0.979728103,-0.981949151,-0.984440804,-0.986906707,-0.989095092,-0.990861595,-0.99073863,-0.989288747,-0.986494422,-0.982300222,-0.977215111,-0.972573102,-0.969046831,-0.965745449,-0.963138998,-0.96165961,-0.961138606,-0.961765051,-0.96390748,-0.967410266,-0.971929252,-0.977024972,-0.982433379,-0.996434689,-0.999978483,-0.997856796,-0.989952564,-0.977106869,-0.960348845,-0.941428363,-0.921282947,-0.900488675,-0.877647281,-0.851154387,-0.821807504,-0.790788233,-0.732672989,-0.640384257,-0.630874157,-0.622190773,-0.595099807,-0.540653408,-0.468808115,-0.390694082,-0.317128628,-0.260291249,-0.222793594,-0.191149309,-0.164392263,-0.14948,-0.144620791,-0.143278196,-0.142604157,-0.136502534,-0.12393751,-0.109155796,-0.095568657,-0.083811484,-0.074262545
304,304,RDM27C,-0.993880391,-0.987357199,-0.98717308,-0.985282481,-0.985101104,-0.984125435,-0.982454062,-0.980000496,-0.978625953,-0.977999032,-0.977222204,-0.976727068,-0.976479828,-0.976070285,-0.976307869,-0.97656554,-0.976924956,-0.977408528,-0.977777898,-0.977962852,-0.979573667,-0.982313871,-0.987070799,-0.992104769,-0.99434948,-0.995414555,-0.996161699,-0.997163713,-0.997870326,-0.998249352,-0.998220921,-0.997915685,-0.997406542,-0.996832967,-0.996434093,-0.996261537,-0.996368587,-0.996920764,-0.999750137,-0.998955727,-0.992454171,-0.978603601,-0.959128559,-0.934162915,-0.906484842,-0.878331482,-0.852051914,-0.829191029,-0.80732435,-0.786629319,-0.762873411,-0.715506673,-0.632782042,-0.619576693,-0.619030833,-0.59255594,-0.538649023,-0.47107175,-0.392812997,-0.319524288,-0.262604475,-0.22487016,-0.193735749,-0.164969712,-0.148220912,-0.141258568,-0.139130458,-0.136531577,-0.129468456,-0.116637141,-0.100522488,-0.085975751,-0.073797591,-0.06406451
305,305,RDM28C,-0.923718393,-0.939528525,-0.942591429,-0.942837238,-0.943619847,-0.945720136,-0.948662817,-0.948463798,-0.94777143,-0.947010398,-0.946927428,-0.948516011,-0.950760365,-0.953446805,-0.957348764,-0.96097815,-0.96457237,-0.968041956,-0.97118789,-0.974033654,-0.975445747,-0.980756879,-0.985199809,-0.989300489,-0.99296391,-0.996152639,-0.998717844,-0.999720454,-0.999999642,-0.999864995,-0.999557555,-0.999105334,-0.998683155,-0.998441398,-0.998356819,-0.99836874,-0.998409092,-0.998500884,-0.997755945,-0.994263351,-0.985871136,-0.970095992,-0.947137654,-0.920632601,-0.8924945,-0.863628209,-0.835613251,-0.810096264,-0.786618412,-0.766212821,-0.747131765,-0.699549854,-0.629869163,-0.610908151,-0.614287913,-0.588672698,-0.537657142,-0.471718103,-0.394723505,-0.321291447,-0.265100211,-0.227557272,-0.196206182,-0.165888727,-0.147037283,-0.137963191,-0.134937152,-0.130480826,-0.122133851,-0.109327145,-0.09196303,-0.076479234,-0.063897364,-0.054079644
