OBJECTID_1,OBJECTID,PadID,prc_9m,prc_15m,prc_21m,prc_27m,prc_33m,prc_39m,prc_45m,prc_51m,prc_57m,prc_63m,prc_69m,prc_75m,prc_81m,prc_87m,prc_93m,prc_99m,prc_105m,prc_111m,prc_117m,prc_123m,prc_130m,prc_150m,prc_170m,prc_190m,prc_210m,prc_230m,prc_250m,prc_270m,prc_290m,prc_310m,prc_330m,prc_350m,prc_370m,prc_390m,prc_410m,prc_430m,prc_450m,prc_470m,prc_530m,prc_570m,prc_610m,prc_650m,prc_690m,prc_730m,prc_770m,prc_810m,prc_850m,prc_890m,prc_930m,prc_970m,prc_1010m,prc_1110m,prc_1290m,prc_1470m,prc_1650m,prc_1830m,prc_2010m,prc_2190m,prc_2370m,prc_2550m,prc_2730m,prc_2910m,prc_3090m,prc_3270m,prc_3450m,prc_3630m,prc_3810m,prc_3990m,prc_4170m,prc_4350m,prc_4530m,prc_4710m,prc_4890m,prc_5070m
597,597,GUT25T,0.00110741,-0.000192941,-0.00043219,-0.000477298,-0.000621766,-0.000676464,-0.000695619,-0.000725261,-0.000740046,-0.000729944,-0.000706276,-0.000678746,-0.000650545,-0.000621863,-0.00059522,-0.000572104,-0.000549584,-0.000525944,-0.000502148,-0.000478933,-0.000451122,-0.000391613,-0.000348926,-0.000314055,-0.00028326,-0.000234911,-0.000169045,-0.000101735,-4.64321E-05,-1.03994E-05,5.97681E-06,1.18917E-05,1.34541E-05,1.31761E-05,1.21761E-05,1.02747E-05,6.48773E-06,1.36187E-06,-1.62395E-05,-2.09554E-05,-1.87591E-05,-1.3677E-05,-8.81975E-06,-4.93773E-06,-2.11051E-06,-4.70939E-07,3.41245E-07,9.32565E-08,-9.89795E-07,-2.55738E-06,-3.99095E-06,-6.35347E-06,-1.01464E-05,-9.91117E-06,-8.00002E-06,-5.64746E-06,-3.84374E-06,-2.54127E-06,-2.03022E-06,-1.52575E-06,-9.98062E-07,-5.15161E-07,-1.51566E-07,1.88051E-09,4.83321E-08,1.4889E-07,3.51895E-07,6.12087E-07,8.52626E-07,1.04317E-06,1.18102E-06,1.27528E-06,1.31213E-06,1.30367E-06
598,598,GUT28T,-0.001036607,-0.000728588,-0.000554312,-0.000411059,-0.000363415,-0.000380876,-0.000466321,-0.000587574,-0.00061032,-0.000485421,-0.000318746,-0.000179768,-7.4196E-05,1.13956E-06,4.99717E-05,7.60348E-05,8.50758E-05,8.12162E-05,6.73438E-05,4.63494E-05,4.52567E-05,-4.14668E-05,-0.000107977,-0.00014615,-0.000156521,-0.000131049,-9.06306E-05,-5.53892E-05,-3.00135E-05,-1.45954E-05,-1.00745E-05,-1.38527E-05,-2.24887E-05,-3.33564E-05,-4.35896E-05,-5.09418E-05,-5.55073E-05,-5.66584E-05,-4.15118E-05,-2.77362E-05,-1.58693E-05,-5.24979E-06,3.0658E-06,9.02093E-06,1.16113E-05,1.12968E-05,9.13779E-06,6.1393E-06,2.90907E-06,-3.03002E-07,-3.41753E-06,-8.09306E-06,-1.11295E-05,-9.67092E-06,-6.70049E-06,-4.17239E-06,-2.65006E-06,-2.32555E-06,-1.97725E-06,-1.40585E-06,-7.59785E-07,-2.87022E-07,5.60477E-08,2.22791E-07,2.11518E-07,2.35981E-07,4.20541E-07,6.75605E-07,9.26263E-07,1.13128E-06,1.28069E-06,1.37661E-06,1.41286E-06,1.41183E-06
599,599,GUT29T,-0.001708546,-0.001058594,-0.000740672,-0.000607937,-0.000538875,-0.000471205,-0.000343695,-0.000204361,-0.000117808,-1.43578E-05,7.72907E-05,0.000146761,0.00019428,0.000221279,0.000231018,0.000228389,0.000217087,0.000199331,0.000177181,0.000151997,0.000113153,4.21666E-05,-3.16929E-05,-6.8609E-05,-6.83289E-05,-4.70965E-05,-2.41794E-05,-1.08356E-05,-9.16597E-06,-1.68533E-05,-3.1221E-05,-4.91484E-05,-6.54229E-05,-7.59567E-05,-8.00658E-05,-7.85074E-05,-7.26295E-05,-6.41216E-05,-3.73671E-05,-2.27944E-05,-1.0139E-05,2.98758E-07,8.52884E-06,1.3062E-05,1.41304E-05,1.24228E-05,9.29032E-06,5.74961E-06,2.15556E-06,-1.32178E-06,-4.44745E-06,-9.92741E-06,-1.27721E-05,-1.03919E-05,-6.78187E-06,-3.96844E-06,-2.49959E-06,-2.31818E-06,-1.88883E-06,-1.3134E-06,-6.83618E-07,-2.04515E-07,1.38973E-07,3.12647E-07,2.73432E-07,2.72514E-07,4.30686E-07,6.5633E-07,8.95696E-07,1.09427E-06,1.23576E-06,1.3238E-06,1.3583E-06,1.35733E-06
600,600,GUT20T,0.001107441,0.000827119,0.000409599,8.84537E-05,-0.000113831,-0.000264872,-0.000344763,-0.000376703,-0.000378639,-0.000373135,-0.000370868,-0.000368455,-0.000363668,-0.000358666,-0.000353944,-0.000348477,-0.000339538,-0.000327008,-0.000312009,-0.00029474,-0.000260157,-0.000238138,-0.000233987,-0.000238314,-0.000239672,-0.000227129,-0.000201114,-0.000166379,-0.000130087,-0.000100494,-8.02331E-05,-6.34022E-05,-5.02037E-05,-4.05953E-05,-3.34804E-05,-2.83294E-05,-2.49631E-05,-2.25337E-05,-1.67109E-05,-1.04044E-05,-5.37111E-06,-2.83965E-06,-2.04727E-06,-9.58044E-07,7.44747E-07,2.47019E-06,4.21328E-06,4.8268E-06,4.45888E-06,3.38357E-06,2.05329E-06,-8.28122E-07,-3.53728E-06,-4.07339E-06,-3.45716E-06,-2.72983E-06,-2.26601E-06,-1.93325E-06,-1.94351E-06,-1.37836E-06,-7.23291E-07,-2.55139E-07,-1.57695E-08,7.07938E-08,1.80898E-07,3.42921E-07,5.77851E-07,9.0616E-07,1.19756E-06,1.44006E-06,1.63318E-06,1.7529E-06,1.81095E-06,1.8089E-06
601,601,GUT19T,-0.000137339,-0.000969938,-0.00090957,-0.000813885,-0.000730996,-0.000623971,-0.000516283,-0.000409822,-0.000307563,-0.000214329,-0.000138087,-8.06891E-05,-3.74678E-05,-5.6462E-06,1.54547E-05,2.55924E-05,2.56306E-05,1.76478E-05,4.37183E-06,-1.18381E-05,-3.54886E-05,-8.35233E-05,-0.000121234,-0.00014997,-0.000160051,-0.000149431,-0.000127671,-0.000105147,-8.75621E-05,-7.64513E-05,-6.9896E-05,-6.50594E-05,-5.79001E-05,-4.95654E-05,-4.21783E-05,-3.64418E-05,-3.21323E-05,-2.87095E-05,-1.85409E-05,-1.29923E-05,-8.43272E-06,-5.33452E-06,-3.64359E-06,-2.47048E-06,-1.02285E-06,6.62291E-07,2.45646E-06,3.54856E-06,3.75603E-06,3.05366E-06,1.87891E-06,-2.04306E-06,-4.96451E-06,-5.29796E-06,-4.29132E-06,-3.31621E-06,-2.57896E-06,-2.11664E-06,-2.05592E-06,-1.48903E-06,-8.05662E-07,-3.35519E-07,-6.22027E-08,6.25906E-08,1.44044E-07,2.78837E-07,5.12792E-07,8.3748E-07,1.12619E-06,1.36181E-06,1.54767E-06,1.66124E-06,1.7136E-06,1.71459E-06
602,602,MCN24T,-0.004382589,-0.002785738,-0.003040295,-0.002518189,-0.001837757,-0.00154034,-0.001327026,-0.001116776,-0.00093663,-0.000759034,-0.000599288,-0.000436664,-0.00030026,-0.000197178,-0.000113768,-2.98921E-05,4.89867E-05,0.000119872,0.000178409,0.000225865,0.000384964,0.000306506,0.000173056,5.74238E-05,-3.90806E-05,-0.000115615,-0.000173553,-0.000210336,-0.000226028,-0.000244632,-0.000247549,-0.000234825,-0.000224488,-0.000213878,-0.00020234,-0.000189257,-0.000174164,-0.000157729,-9.77522E-05,-5.84207E-05,-2.62901E-05,-3.20114E-06,1.0539E-05,1.59535E-05,1.63094E-05,1.40159E-05,1.14322E-05,1.03576E-05,1.06216E-05,1.16881E-05,1.33493E-05,1.84007E-05,2.22494E-05,1.94149E-05,1.74024E-05,1.65199E-05,1.05996E-05,-7.3815E-06,-3.10921E-06,1.61643E-06,3.50288E-06,3.44073E-06,3.41412E-06,3.96776E-06,4.23436E-06,4.00615E-06,3.00999E-06,1.81E-06,8.97967E-07,2.39158E-07,-2.34541E-07,-3.92396E-07,-4.10998E-07,-3.47604E-07
603,603,MCN25T,-0.001015993,-0.00096017,-0.000973726,-0.000720795,-0.00074654,-0.000939222,-0.0010134,-0.000978256,-0.000927655,-0.000878848,-0.000831384,-0.000778783,-0.000742879,-0.000715307,-0.000677227,-0.000624271,-0.00056058,-0.000485259,-0.000399914,-0.000313805,-0.000172011,1.97783E-05,7.68211E-05,5.91185E-05,1.69081E-05,-3.7937E-05,-8.46203E-05,-0.000119865,-0.000143439,-0.00015798,-0.000164747,-0.000165722,-0.000161472,-0.000151569,-0.000147428,-0.000138918,-0.00012462,-0.000113535,-8.0959E-05,-5.7672E-05,-3.34204E-05,-1.03971E-05,7.85794E-06,1.98118E-05,2.57028E-05,2.63602E-05,2.43873E-05,2.14198E-05,1.87449E-05,1.71918E-05,1.68436E-05,1.81021E-05,2.16007E-05,2.03376E-05,1.71454E-05,1.67481E-05,6.0954E-06,-6.31885E-06,-1.2037E-06,3.17458E-06,4.28835E-06,4.12968E-06,4.15378E-06,4.68634E-06,4.98359E-06,4.68651E-06,3.56694E-06,2.25257E-06,1.2037E-06,4.33519E-07,-1.58964E-07,-4.04213E-07,-3.82092E-07,-1.458E-07
604,604,MCN23T,0.002380152,0.002089015,0.001815715,0.00204542,0.002173225,0.002145485,0.002078474,0.001919498,0.001756626,0.001591332,0.001421816,0.001265572,0.001131572,0.001009248,0.000905564,0.000806754,0.000711826,0.000625382,0.000548169,0.000485766,0.000385865,0.000157481,-2.11731E-05,-0.000141147,-0.000221475,-0.000267751,-0.000284247,-0.000307984,-0.000310263,-0.000291624,-0.000279291,-0.000266797,-0.000254044,-0.000240607,-0.000225833,-0.000208634,-0.000187569,-0.000163582,-8.53228E-05,-4.27796E-05,-1.33279E-05,4.53775E-06,1.23058E-05,1.36311E-05,1.13024E-05,8.63277E-06,7.46021E-06,7.67117E-06,8.7671E-06,1.07296E-05,1.3153E-05,1.8474E-05,2.09082E-05,1.76329E-05,1.66486E-05,1.55454E-05,1.13972E-05,-4.6075E-06,-4.05362E-06,7.2465E-07,2.82543E-06,2.75946E-06,2.62453E-06,3.04276E-06,3.30716E-06,3.13282E-06,2.29473E-06,1.19739E-06,4.06046E-07,-1.24765E-07,-4.03498E-07,-4.18301E-07,-4.2581E-07,-4.34912E-07
605,605,MCN22T,-0.000200592,0.001378036,0.0015119,0.001172912,0.000813926,0.000721936,0.000698495,0.000726866,0.000729938,0.000697577,0.000661321,0.000626972,0.000584366,0.000550924,0.000515153,0.000479959,0.000441613,0.000396328,0.000340739,0.000275439,7.37418E-05,-0.000134435,-0.000274241,-0.000356264,-0.000420304,-0.000433947,-0.000413096,-0.000395644,-0.000374449,-0.000351556,-0.000330019,-0.000311262,-0.000292857,-0.000272802,-0.000248287,-0.000218761,-0.000186165,-0.000150861,-5.87554E-05,-2.16128E-05,-1.74498E-06,6.42873E-06,7.61589E-06,5.09732E-06,2.74355E-06,2.08186E-06,2.40936E-06,3.91766E-06,6.81905E-06,1.03611E-05,1.38593E-05,1.92326E-05,1.89078E-05,1.56808E-05,1.57524E-05,1.43553E-05,1.13821E-05,-9.90183E-07,-4.35682E-06,4.76044E-08,2.13126E-06,2.05227E-06,1.85407E-06,2.08505E-06,2.31304E-06,2.17147E-06,1.52421E-06,6.2233E-07,-1.68966E-08,-3.77356E-07,-4.74833E-07,-3.39363E-07,-2.83402E-07,-3.13565E-07
606,606,MCN21T,-0.009001481,-0.002156386,-0.000714532,-0.000204712,-0.000233239,-0.000222421,-0.000429313,-0.000517028,-0.000520083,-0.00050487,-0.000477863,-0.000455179,-0.000423702,-0.000379462,-0.000319809,-0.000240037,-0.00017059,-0.000118577,-9.36594E-05,-8.8512E-05,-3.56871E-05,-0.000155569,-0.000330186,-0.000398534,-0.000413487,-0.000430419,-0.000431723,-0.000422791,-0.000407123,-0.000387744,-0.000366107,-0.000342711,-0.000315615,-0.000283264,-0.000247271,-0.000209606,-0.000169931,-0.000131087,-4.36264E-05,-1.44208E-05,-1.63596E-06,1.50827E-06,5.38837E-08,-1.43788E-06,-1.61922E-06,-1.34901E-06,-2.20594E-07,2.56743E-06,6.56474E-06,1.09388E-05,1.49309E-05,2.14502E-05,1.83608E-05,1.42051E-05,1.46214E-05,1.30587E-05,1.08867E-05,3.31508E-06,-4.49997E-06,-1.28355E-06,1.30248E-06,1.55012E-06,1.46613E-06,1.47717E-06,1.57942E-06,1.35351E-06,9.03693E-07,3.17595E-07,-1.26402E-07,-3.50221E-07,-3.46491E-07,-1.20022E-07,2.87796E-08,4.36301E-08
607,607,MCN26T,-0.00263492,0.001046643,0.00103791,0.000627239,0.000160283,-0.000329921,-0.000508964,-0.000472559,-0.000392418,-0.000337595,-0.000350253,-0.000366426,-0.000355007,-0.000314852,-0.000267635,-0.000216533,-0.000177161,-0.000154977,-0.00014957,-0.000154839,-0.000167037,-0.00016721,-0.000117321,-8.36524E-05,-8.45896E-05,-9.48204E-05,-0.000102429,-0.000105159,-0.000110145,-0.000114664,-0.00011771,-0.000118217,-0.000117026,-0.000114633,-0.000111079,-0.000104959,-9.53042E-05,-8.92115E-05,-5.97562E-05,-4.15619E-05,-2.31983E-05,-6.35362E-06,7.70066E-06,1.83984E-05,2.50208E-05,2.80962E-05,2.82378E-05,2.67447E-05,2.45662E-05,2.224E-05,2.03661E-05,1.97715E-05,2.17857E-05,2.07685E-05,1.6057E-05,1.52966E-05,-5.55071E-06,-2.57496E-06,5.74978E-07,4.03783E-06,4.95374E-06,4.83962E-06,4.95885E-06,5.46745E-06,5.7189E-06,5.28016E-06,4.13655E-06,2.83592E-06,1.72873E-06,8.73637E-07,1.50251E-07,-1.3863E-07,-1.25233E-07,2.1312E-07
608,608,MCN27T,-0.00126681,-0.002422498,-0.001851109,-0.00131357,-0.000933845,-0.000763114,-0.000652514,-0.00062597,-0.000612383,-0.000610251,-0.000603846,-0.000562235,-0.000504821,-0.000445403,-0.00038622,-0.000323977,-0.000262049,-0.000212403,-0.00017844,-0.000159608,-0.000170384,-0.000173119,-0.000174712,-0.00017724,-0.00016814,-0.000158939,-0.00015499,-0.000149265,-0.000140014,-0.000126089,-0.000110239,-9.85118E-05,-9.04564E-05,-8.45157E-05,-8.07854E-05,-7.67075E-05,-7.17237E-05,-6.58111E-05,-4.02938E-05,-2.11531E-05,-6.52814E-06,5.18249E-06,1.30036E-05,1.79283E-05,2.21374E-05,2.57826E-05,2.80714E-05,2.87579E-05,2.78928E-05,2.61383E-05,2.39612E-05,1.9893E-05,2.01965E-05,1.83318E-05,1.10138E-05,5.28818E-06,4.27216E-07,1.57572E-06,3.06474E-06,5.14481E-06,5.62044E-06,5.57001E-06,5.76701E-06,6.12409E-06,6.26434E-06,5.67549E-06,4.54016E-06,3.23689E-06,2.05371E-06,1.05319E-06,3.27737E-07,3.28173E-08,1.08879E-07,5.87775E-07
609,609,MCN28T,0.002841414,0.003226161,0.002908927,0.002452546,0.00203298,0.001550933,0.001258549,0.001073226,0.000898608,0.00076296,0.000644314,0.000552093,0.000456987,0.000341927,0.000226852,0.000123704,3.74204E-05,-3.39706E-05,-9.113E-05,-0.000137245,-0.000199153,-0.000232477,-0.000213895,-0.00018768,-0.000165452,-0.000151675,-0.000147127,-0.000146445,-0.0001436,-0.000136058,-0.000123827,-0.000108267,-9.2238E-05,-7.9775E-05,-7.06815E-05,-6.37646E-05,-5.8034E-05,-5.1604E-05,-2.7202E-05,-1.0576E-05,3.25059E-06,1.09711E-05,1.52307E-05,1.78662E-05,2.01221E-05,2.25518E-05,2.48464E-05,2.65835E-05,2.72851E-05,2.6619E-05,2.49874E-05,2.11026E-05,1.84068E-05,1.37105E-05,2.33681E-06,-1.0336E-05,1.27393E-05,5.04331E-06,4.9456E-06,5.95131E-06,6.25097E-06,6.26068E-06,6.4284E-06,6.74637E-06,6.71028E-06,5.99438E-06,4.92014E-06,3.69057E-06,2.53523E-06,1.47222E-06,7.53735E-07,4.59803E-07,5.36954E-07,1.00407E-06
610,610,MCN29T,0.003333608,-0.000624527,-0.001290805,-0.00129622,-0.001118689,-0.000791588,-0.000514711,-0.000283949,-0.000165293,-0.000131982,-0.000137961,-0.000145591,-0.000158392,-0.000170707,-0.000184073,-0.000196668,-0.000206122,-0.000212759,-0.000215646,-0.000214115,-0.000194211,-0.000205912,-0.000198422,-0.000174964,-0.00014575,-0.000122586,-0.00010746,-0.000104407,-0.000104893,-0.00010431,-0.00010014,-9.36588E-05,-8.48911E-05,-7.41933E-05,-6.21861E-05,-5.21898E-05,-4.37711E-05,-3.63218E-05,-1.53354E-05,-2.04824E-06,8.00741E-06,1.38572E-05,1.65815E-05,1.8512E-05,1.9353E-05,1.96204E-05,2.0836E-05,2.28089E-05,2.44037E-05,2.51579E-05,2.44862E-05,1.98914E-05,1.66238E-05,1.0624E-05,7.14998E-07,-1.01402E-05,1.32877E-05,5.03482E-06,5.38579E-06,6.13827E-06,6.25188E-06,6.34219E-06,6.54874E-06,6.76883E-06,6.66597E-06,5.93647E-06,4.84435E-06,3.58523E-06,2.35261E-06,1.22726E-06,5.36524E-07,2.48717E-07,3.95636E-07,9.76473E-07
611,611,MCN30T,0.002351112,0.000667086,0.000732283,0.000682105,0.000512184,0.000422205,0.000383465,0.000384826,0.000365621,0.000350917,0.000361142,0.000364607,0.000353281,0.000320633,0.000274823,0.000216193,0.000153895,8.07401E-05,9.32793E-06,-5.6835E-05,-0.000207955,-0.000275519,-0.000269024,-0.000215646,-0.000156844,-0.000110227,-8.24666E-05,-6.706E-05,-6.19956E-05,-6.04017E-05,-5.66923E-05,-5.30694E-05,-4.95534E-05,-4.59537E-05,-4.07716E-05,-3.34264E-05,-2.36093E-05,-1.23623E-05,1.36037E-05,2.06542E-05,2.22343E-05,2.11113E-05,1.91934E-05,1.69214E-05,1.40185E-05,1.15766E-05,1.05486E-05,1.09816E-05,1.25075E-05,1.46385E-05,1.66948E-05,1.54446E-05,4.38779E-06,-8.71252E-06,-6.28801E-06,1.05111E-05,1.81858E-05,1.09044E-05,9.04396E-06,7.95603E-06,7.40825E-06,7.90442E-06,7.93443E-06,7.77463E-06,7.18807E-06,6.25927E-06,5.21724E-06,4.04933E-06,2.79422E-06,1.65823E-06,1.05721E-06,8.64338E-07,1.06861E-06,1.71009E-06
612,612,MCN11T,0.004081805,0.000224479,6.98808E-05,0.000287168,0.000351955,0.000303829,0.000295417,0.000310105,0.000327551,0.000298318,0.000261042,0.000219881,0.000171676,0.000126393,8.2201E-05,4.66987E-05,2.65025E-05,1.30037E-05,8.14349E-06,9.05451E-06,2.6059E-05,1.62933E-05,-1.49279E-05,-5.54566E-05,-8.56157E-05,-8.91547E-05,-7.77345E-05,-6.28766E-05,-4.88253E-05,-3.61319E-05,-2.4273E-05,-1.2182E-05,-7.663E-07,8.23702E-06,1.46997E-05,1.85015E-05,2.02264E-05,2.18817E-05,2.90673E-05,3.40653E-05,3.66991E-05,3.38371E-05,2.56039E-05,1.52323E-05,4.4651E-06,-3.68999E-06,-9.0625E-06,-1.03265E-05,-9.95748E-06,-8.8573E-06,-6.8381E-06,-3.18567E-06,-7.14701E-06,2.78776E-06,1.24154E-05,1.84226E-05,1.89546E-05,1.41743E-05,1.09485E-05,9.35752E-06,8.90406E-06,9.01821E-06,8.79195E-06,8.21463E-06,7.33433E-06,6.4285E-06,5.43788E-06,4.3929E-06,3.32324E-06,2.4401E-06,1.96088E-06,1.77174E-06,1.95139E-06,2.50714E-06
613,613,MCN12T,-0.004563779,1.4576E-05,0.000271232,-0.000276179,-0.00046978,-0.000552656,-0.000640873,-0.000630885,-0.000610838,-0.000597618,-0.000582868,-0.000563861,-0.000532194,-0.00049771,-0.000460472,-0.000423679,-0.000389252,-0.000353869,-0.000315555,-0.000279121,-0.000251475,-0.000116852,-5.30697E-05,-5.30979E-05,-7.98379E-05,-9.72749E-05,-9.24075E-05,-6.9345E-05,-4.09959E-05,-1.54741E-05,2.55479E-06,1.14412E-05,1.20107E-05,9.295E-06,5.20504E-06,1.72769E-06,-3.33229E-07,-6.83002E-07,9.64767E-06,2.00437E-05,2.64255E-05,2.78056E-05,2.39219E-05,1.66546E-05,7.33135E-06,1.75957E-06,-1.31888E-06,-1.80392E-06,-5.56533E-07,2.06227E-06,5.2779E-06,4.87145E-06,-7.43663E-06,-8.72938E-06,1.12142E-06,1.43536E-05,1.78937E-05,1.26958E-05,9.29491E-06,8.46913E-06,8.24452E-06,8.21804E-06,8.17342E-06,7.97442E-06,7.27138E-06,6.45968E-06,5.49798E-06,4.43574E-06,3.36719E-06,2.44186E-06,1.88539E-06,1.61312E-06,1.78685E-06,2.21453E-06
